,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
53,1.78,9.67,1.02,-2.25,0.17,-1.93,9.45,0.4,1.64,idle,
54,1.73,9.75,1.12,-2.44,0.03,-2.31,9.34,0.39,1.6,idle,
55,1.8,9.7,1.07,-2.5,-0.17,-2.36,9.35,0.35,1.55,idle,
56,1.82,9.7,1.09,-2.59,0.1,-2.53,9.41,0.4,1.6,idle,
57,1.89,9.73,1.21,-2.54,1.07,-1.98,9.45,0.32,1.59,idle,
58,1.93,9.68,1.05,-2.79,1.94,-1.66,9.42,0.31,1.69,idle,
59,1.84,9.7,1.0,-2.35,2.73,-1.66,9.42,0.37,1.62,idle,
60,1.67,9.65,1.01,-2.56,0.36,-1.63,9.38,0.32,1.6,idle,
61,1.77,9.71,0.91,-2.53,-1.08,-1.74,9.42,0.39,1.73,idle,
62,1.96,9.72,0.97,-1.59,-3.31,-0.89,9.44,0.23,1.56,idle,
63,2.07,9.72,0.93,-2.5,-1.21,-0.41,9.34,0.37,1.62,idle,
64,1.95,9.67,1.18,-3.21,4.08,-1.92,9.32,0.45,1.64,idle,
65,1.94,9.61,1.14,-2.6,6.13,-1.92,9.33,0.3,1.52,idle,
66,1.66,9.75,0.98,-1.4,4.73,-1.22,9.48,0.37,1.68,idle,
67,1.69,9.67,1.02,-1.5,4.01,-2.06,9.42,0.3,1.82,idle,
68,1.81,9.78,1.03,-2.09,-0.92,-2.32,9.44,0.26,1.81,idle,
69,1.91,9.83,1.02,-2.28,-1.2,-2.08,9.42,0.21,1.58,idle,
70,1.86,9.66,1.03,-2.79,1.79,-1.83,9.45,0.28,1.73,idle,
71,1.83,9.62,1.07,-1.97,2.09,-2.08,9.42,0.26,1.74,idle,
72,1.74,9.7,1.09,-1.53,3.51,-2.11,9.42,0.3,1.63,idle,
73,1.72,9.75,1.03,-1.62,3.77,-2.07,9.45,0.38,1.65,idle,
74,1.7,9.74,0.94,-2.71,1.24,-2.79,9.37,0.36,1.57,idle,
75,1.79,9.7,1.05,-2.54,0.39,-2.67,9.43,0.28,1.65,idle,
76,1.77,9.66,1.13,-2.36,-0.24,-2.69,9.39,0.28,1.68,idle,
77,1.8,9.63,1.17,-2.14,-0.6,-2.28,9.38,0.31,1.6,idle,
78,1.93,9.64,0.99,-1.56,-0.28,-1.73,9.41,0.34,1.7,idle,
79,1.87,9.64,1.02,-1.3,0.34,-1.36,9.34,0.36,1.62,idle,
80,1.77,9.75,1.01,-2.01,0.79,-1.48,9.4,0.36,1.69,idle,
81,1.74,9.67,1.07,-2.0,0.13,-1.93,9.48,0.37,1.57,idle,
82,1.89,9.7,1.11,-1.32,0.48,-2.1,9.4,0.3,1.67,idle,
83,1.91,9.69,1.08,-1.42,1.07,-2.02,9.43,0.29,1.76,idle,
84,1.76,9.69,0.97,-1.99,0.98,-2.15,9.39,0.28,1.57,idle,
85,1.81,9.72,0.99,-1.77,0.4,-2.28,9.33,0.27,1.58,idle,
86,1.88,9.6,0.95,-2.34,1.44,-2.06,9.46,0.23,1.73,idle,
87,1.8,9.72,0.94,-1.76,1.45,-1.67,9.37,0.17,1.69,idle,
