,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
384,13.5,3.5,2.57,-198.96,54.05,161.21,10.13,-1.31,-1.81,bunny,
385,13.34,3.01,1.57,-219.3,62.7,173.85,10.54,-1.48,-2.02,bunny,
386,13.57,2.03,0.12,-242.27,152.52,184.08,9.43,-0.79,-1.49,bunny,
387,11.93,1.28,-0.83,-240.77,148.53,182.42,9.11,-0.7,-1.24,bunny,
388,12.02,-1.39,-1.55,-250.14,202.79,175.02,8.76,-0.4,-0.81,bunny,
389,11.53,-2.79,-1.97,-250.14,250.13,161.1,8.49,-0.32,-0.71,bunny,
390,11.08,-3.88,-2.58,-138.13,175.98,179.89,8.97,-0.67,-0.24,bunny,
391,11.07,-4.3,-2.77,-152.03,201.02,198.27,9.21,-1.6,0.36,bunny,
392,9.96,-6.65,-4.23,-137.86,208.4,198.44,9.2,-2.78,0.87,bunny,
393,9.37,-6.29,-4.25,-120.92,192.37,192.86,9.11,-2.36,1.86,bunny,
394,10.49,-7.33,-3.78,-131.89,184.79,182.86,9.14,-1.11,2.91,bunny,
395,10.11,-7.32,-3.37,-138.8,175.79,182.86,9.56,-0.41,4.26,bunny,
396,6.83,-7.15,-3.91,-144.83,149.5,202.69,9.29,0.57,3.41,bunny,
397,6.14,-7.53,-4.11,-146.65,185.25,195.66,9.16,1.02,3.43,bunny,
398,5.32,-7.55,-3.51,-73.91,138.63,233.58,9.53,1.07,3.68,bunny,
399,4.49,-7.51,-3.65,-75.16,105.92,238.13,9.58,1.54,3.29,bunny,
400,0.57,-6.08,-4.29,-73.03,216.62,241.62,9.42,1.23,2.87,bunny,
401,-1.36,-6.05,-6.44,-62.35,250.13,230.14,9.05,1.13,2.96,bunny,
402,-5.06,-5.26,-9.21,-41.71,120.77,133.87,9.58,0.58,2.26,bunny,
403,-5.15,-4.98,-9.09,9.33,180.55,83.99,9.43,0.79,2.23,bunny,
404,-4.51,-3.26,-6.15,68.87,201.4,-12.24,9.31,0.3,2.19,bunny,
405,-1.9,-2.52,-4.96,13.95,73.58,-93.6,9.15,-0.05,2.44,bunny,
406,3.88,-3.29,5.29,224.91,140.32,-132.65,9.58,-0.84,2.4,bunny,
407,3.62,-2.07,6.96,250.13,78.31,-74.65,9.44,-0.92,2.63,bunny,
408,7.44,-4.21,5.23,-39.39,-13.23,130.87,8.74,-0.89,2.62,bunny,
409,3.67,-6.64,2.13,-144.39,61.19,132.93,8.85,-1.48,2.17,bunny,
410,-1.14,-7.87,-5.38,-182.32,-46.94,102.36,8.95,-1.64,1.95,bunny,
411,-0.63,-8.37,-7.22,-212.83,-43.98,108.91,9.3,-1.58,1.93,bunny,
412,-3.09,-10.72,-14.98,-250.14,250.13,10.82,10.06,-1.03,1.71,bunny,
413,-2.96,-9.22,-18.8,-40.76,127.57,11.26,9.77,-0.8,1.75,bunny,
414,-2.41,-7.53,-15.64,53.05,-1.2,-56.76,9.18,-0.62,1.61,bunny,
415,-0.98,-8.33,-12.87,145.6,44.99,-33.64,8.9,-0.48,1.76,bunny,
416,2.72,0.62,6.92,250.13,-187.07,-127.26,9.38,-0.39,3.17,bunny,
417,5.51,0.85,8.3,149.11,-138.25,-78.6,8.79,-0.2,2.32,bunny,
418,7.24,-1.77,7.71,15.53,-124.16,47.94,8.53,0.0,1.97,bunny,
419,5.49,-2.88,5.21,-106.4,-40.4,115.32,8.7,0.24,2.05,bunny,
420,0.56,-3.5,0.34,-140.04,-46.76,128.15,8.82,0.29,2.32,bunny,
421,-0.59,-6.91,-5.96,-101.36,-102.82,52.85,9.48,-0.26,2.55,bunny,
422,-1.08,-7.99,-7.49,-74.76,-75.89,19.79,9.77,-0.05,2.54,bunny,
423,-1.65,-7.59,-8.43,-12.21,-81.8,-74.56,9.48,0.49,2.64,bunny,
424,-0.02,-8.04,-7.74,-17.84,-18.65,-141.19,9.1,1.14,2.59,bunny,
425,1.81,-9.51,-7.94,90.38,-170.92,-111.96,9.23,0.77,3.43,bunny,
426,2.85,-9.81,-6.39,111.11,-250.14,-27.44,9.4,0.59,3.66,bunny,
427,1.09,-11.15,-2.89,17.26,-250.14,30.57,8.77,0.45,3.03,bunny,
