,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
226,4.29,8.3,-3.11,4.58,2.76,6.24,9.6,0.04,2.31,handmoter,
227,4.13,8.27,-3.12,-1.05,-2.39,8.11,9.47,0.22,2.17,handmoter,
228,4.54,8.39,-3.78,-0.44,-6.55,11.96,9.69,0.51,1.82,handmoter,
229,6.43,8.08,-4.7,-16.08,2.57,25.1,9.57,0.98,1.92,handmoter,
230,9.1,7.36,-4.43,-41.81,41.7,33.06,9.03,1.41,1.66,handmoter,
231,14.18,8.6,-4.81,82.49,223.7,50.27,8.43,4.0,0.83,handmoter,
232,14.06,11.34,-5.48,97.25,250.13,68.4,9.17,4.81,0.55,handmoter,
233,19.58,10.63,-7.36,-47.82,132.23,136.48,9.03,3.45,1.2,handmoter,
234,19.62,8.09,-5.95,-74.44,60.36,132.09,8.77,3.25,1.3,handmoter,
235,18.73,1.37,-13.37,178.55,-40.98,178.71,8.94,2.64,1.55,handmoter,
236,17.15,3.01,-9.7,250.13,-57.44,188.11,9.27,2.54,1.78,handmoter,
237,18.46,5.48,-8.85,250.13,35.44,80.5,8.9,2.17,2.05,handmoter,
238,5.63,2.93,-9.52,250.13,91.44,136.3,9.86,1.64,1.96,handmoter,
239,6.54,2.94,-11.47,250.13,49.83,120.01,10.58,1.56,2.05,handmoter,
240,-2.35,-2.17,-2.63,250.13,45.61,95.61,10.18,0.72,2.6,handmoter,
241,-2.18,-0.12,-3.8,250.13,113.42,101.21,9.68,-0.08,2.35,handmoter,
242,-6.6,-1.94,-0.91,250.13,14.28,49.88,9.59,-0.52,1.82,handmoter,
243,-9.19,-3.39,2.21,189.73,-14.44,21.53,9.74,-1.73,0.8,handmoter,
244,-18.09,9.46,2.54,-36.14,-118.26,-101.24,9.1,-0.56,-0.15,handmoter,
245,-18.59,15.86,-0.24,-108.93,-147.53,-130.02,8.26,-0.92,0.14,handmoter,
246,-9.23,19.62,-1.36,-11.76,-26.47,-243.91,9.27,-2.3,-0.87,handmoter,
247,-3.41,19.62,-6.17,41.42,113.21,-250.14,9.99,-2.54,-0.33,handmoter,
248,17.23,19.62,-19.62,-163.63,-3.44,-250.14,9.14,-1.6,-0.31,handmoter,
249,19.62,13.83,-19.62,139.4,-195.39,-250.14,9.75,-1.44,-0.94,handmoter,
