1,4.86,8.91,-1.23,11.03,13.89,-6.69,9.49,-0.86,0.22,4.56,-1.85,0,5.16,0,0,0,idle,
2,4.92,9.18,-1.07,11.69,15.67,-6.17,9.56,-0.7,0.2,3.73,-1.29,0,5.17,0,0,0,idle,
3,4.72,9.24,-1.03,9.5,16.29,-4.7,9.6,-0.69,0.4,5,-1.86,0,5.16,0,0,0,idle,
4,4.68,9.07,-1.13,4.79,12.53,-1.88,9.56,-0.81,0.23,5.17,-1.61,0,5.15,0,0,0,idle,
5,4.59,8.92,-1.07,2.35,7.57,1.06,9.47,-0.97,0.29,4.54,-0.95,0,5.16,0,0,0,idle,
6,4.61,8.93,-0.96,3.26,4.18,3.29,9.52,-0.86,0.2,3.84,-0.94,0,5.15,0,0,0,idle,
7,4.63,8.97,-1.02,5.12,5.22,3.34,9.52,-0.82,0.13,2.9,-0.49,0,5.16,0,0,0,idle,
8,4.7,8.97,-0.99,5.83,6.43,2.4,9.57,-0.8,0.15,2.45,-0.18,0,5.17,0,0,0,idle,
9,4.57,8.92,-0.95,3.2,5.58,1.08,9.61,-0.75,0.17,2.4,-1.06,0,5.15,0,0,0,idle,
10,4.52,8.93,-1.03,-0.12,3.2,1.09,9.62,-0.75,0.11,2.61,-1.12,0,5.16,0,0,0,idle,
11,4.5,8.84,-1,-0.29,1.69,1.48,9.57,-0.75,0.23,2.09,-0.39,0,5.16,0,0,0,idle,
12,4.51,8.98,-1,0.73,1.41,0.89,9.56,-0.75,0.2,1.89,0.24,0,5.16,0,0,0,idle,
13,4.45,8.9,-1.03,0.6,2.08,-0.62,9.54,-0.79,0.21,1.21,1.17,0,5.16,0,0,0,idle,
14,4.37,9.01,-1.11,-0.42,1.59,-1.13,9.62,-0.83,0.18,0.93,1.69,0,5.16,0,0,0,idle,
15,4.36,8.9,-1.13,-2.23,-0.71,-0.25,9.57,-0.92,0.28,-0.26,1.87,0,5.16,0,0,0,idle,
16,4.39,8.88,-1.08,-4.03,-3.79,0.91,9.58,-0.87,0.3,-0.37,-0.08,0,5.16,0,0,0,idle,
17,4.51,8.84,-1.09,-3.47,-4.35,1.83,9.54,-0.86,0.38,-1.42,0.37,0,5.16,0,0,0,idle,
