,class,x1_mean,y1_mean,z1_mean,x2_mean,y2_mean,z2_mean,x3_mean,y3_mean,z3_mean,x4_mean,y4_mean,z4_mean,x1_max,y1_max,z1_max,x2_max,y2_max,z2_max,x3_max,y3_max,z3_max,x4_max,y4_max,z4_max,x1_var,y1_var,z1_var,x2_var,y2_var,z2_var,x3_var,y3_var,z3_var,x4_var,y4_var,z4_var
23,logout,6.597,-4.511333333,-1.422666667,10.87866667,26.451,18.42966667,9.712333333,-0.517666667,-0.609666667,0.568666667,0.861333333,2.089666667,19.62,-1.09,6.47,250.13,250.13,250.13,9.96,0.11,-0.25,6.34,5.01,6.6,111.0712838,2.947894713,42.36282713,46445.15198,51555.08042,52252.37444,0.014232299,0.078846092,0.022465402,9.735487816,3.77406023,5.299161954
24,logout,4.115,-2.792333333,-0.33,-23.89633333,-9.060666667,-6.928,9.695333333,-0.623333333,-0.675666667,0.534333333,0.191,2.329666667,18.67,4.17,9.88,250.13,250.13,250.13,9.93,-0.14,-0.33,4.96,6.05,6.66,117.5262534,8.068218506,66.9264,50287.92953,56510.33883,55841.42418,0.014756782,0.04854023,0.026301264,5.208915057,8.37560931,3.622624023
25,logout,3.545,-4.559666667,0.267,-3.816333333,15.80833333,22.43933333,9.703666667,-0.552666667,-0.748666667,-2.307666667,0.423666667,1.365333333,18.83,3.43,11.21,250.13,250.13,250.13,10,0.03,-0.33,8.69,6.62,5.05,133.3483914,9.199575747,89.52497345,44363.33378,44070.36559,45684.12212,0.025244713,0.110006437,0.027053333,49.49994954,16.40795506,4.187956782
26,logout,3.819,-4.791666667,0.123,-38.43433333,-2.698,-1.919666667,9.654,-0.522,-0.733333333,0.913333333,1.779666667,1.715,17.24,1.69,14.91,250.13,250.13,250.13,9.98,-0.2,-0.23,11.11,12.82,6.43,82.14725069,7.568193678,83.77800793,50139.17985,44921.60784,45806.16203,0.033804138,0.05089931,0.036126437,28.33931954,28.64588609,3.575667241
27,logout,2.831666667,-6.505333333,-1.908333333,-35.71833333,-7.954,-2.283,9.671666667,-0.663,-0.673,-1.997666667,-0.588,2.705666667,16.79,-1.45,10.81,250.13,250.13,250.13,10,-0.07,-0.29,5.82,5.41,6.76,153.3479454,4.006763678,67.35993851,34102.73864,31807.14485,36342.72285,0.018835057,0.079559655,0.029725172,18.52944609,17.97345103,3.447632299
28,logout,0.544333333,-5.563,-0.331666667,-38.61666667,-3.016,-2.509333333,9.696,-0.557333333,-0.756666667,-0.912666667,-0.292333333,1.508,17.43,2.59,11.2,250.13,250.13,250.13,9.91,0.54,-0.28,19.21,6.82,12.47,165.3636323,15.67892517,94.6881523,35826.83991,30588.10701,42275.32963,0.021845517,0.415316782,0.039388506,132.2427582,13.1974392,20.3117269
29,logout,3.191,-3.404,-2.019,-10.37533333,-7.862666667,3.701,9.674,-0.742333333,-0.91,-0.941666667,1.465666667,3.447333333,19.62,10.55,17.02,250.13,250.13,250.13,10.05,0.23,-0.42,11.44,7.27,10.42,135.8496576,28.40071448,131.0579955,51148.88271,36725.68379,48949.35432,0.019404138,0.18314954,0.046158621,76.42230402,13.85919782,8.550227126
30,logout,0.791666667,-5.226333333,-0.506666667,-2.242666667,25.61,19.331,9.727,-0.73,-0.695333333,-0.252333333,1.032666667,2.084666667,19.62,2.98,7.98,250.13,250.13,250.13,9.95,-0.22,-0.35,6.2,7.44,5.15,132.3566006,13.86569989,47.77818851,47356.05008,49138.3588,57492.84206,0.014518276,0.075717241,0.03226023,17.46748747,5.834447816,1.677653333
31,logout,2.993666667,-4.463,-1.696,-32.90466667,-6.104333333,13.78333333,9.655666667,-0.869666667,-0.736,-1.169,0.699,2.149666667,19.62,8.02,8.85,250.13,250.13,250.13,9.92,-0.39,-0.4,9.45,5.78,6.28,181.8392171,21.55540103,63.90894207,39122.15361,41450.5867,47199.13896,0.011639195,0.074844713,0.037142069,17.94869207,11.49879552,2.620079195
32,logout,2.284666667,-4.729,-1.748,-68.09466667,-54.24,-42.62366667,9.649,-0.717666667,-0.742666667,1.632333333,0.532333333,1.047666667,17.9,3.68,11.64,250.13,250.13,250.13,10.13,-0.08,-0.31,12.35,9.18,8.58,123.9434533,13.57297483,69.87017517,42945.30084,40527.60554,47359.24253,0.048740345,0.142032299,0.032261609,44.90281161,19.69305299,8.15497023
33,logout,3.014333333,-4.839333333,-2.049666667,23.393,24.45766667,44.197,9.739,-0.572666667,-0.526666667,-1.421666667,2.724333333,2.656666667,19.62,7.37,10.51,250.13,250.13,250.13,9.98,-0.17,-0.06,6.48,11.23,5.76,186.3299357,22.2604754,86.31916195,43766.73353,39557.52171,47150.81623,0.015505862,0.05304092,0.052409195,23.82063506,25.76981161,2.778298851
34,logout,5.238,-4.836333333,-2.879333333,-20.05066667,-31.18166667,-17.82066667,9.700666667,-0.775,-0.542333333,0.485,0.659666667,3.036666667,19.62,4.24,9.09,250.13,250.13,250.13,9.95,-0.4,-0.25,14.72,4.98,7.98,160.9691959,16.24863782,81.33931678,47546.98655,46864.7805,47788.75842,0.014165057,0.052756897,0.024239195,34.97437759,7.730803333,9.864181609
35,logout,4.515666667,-1.765666667,-1.197,-0.988333333,16.80133333,14.243,9.729666667,-0.742666667,-0.635,-0.542333333,0.737666667,0.743666667,19.62,4.77,10.44,250.13,250.13,250.13,9.97,0.04,-0.2,9.66,5.59,5.09,148.2246323,12.49028057,109.2059666,48111.24079,51917.43054,51541.81224,0.017755057,0.198447816,0.064377586,49.73045299,4.805852989,5.160141264
36,logout,3.226,-3.322666667,-2.431,-36.668,-29.16333333,-14.995,9.662333333,-0.82,-0.627333333,-0.462333333,0.451666667,2.953333333,19.62,4.67,13.91,250.13,250.13,250.13,9.91,-0.04,-0.21,8.96,5.32,8.12,175.7844386,14.65194437,82.78856103,36286.49057,49685.55839,49354.72572,0.011439195,0.090365517,0.047068506,22.4216323,4.561014368,5.749926437
37,logout,6.618666667,-0.438666667,-6.904,-0.040333333,0.613666667,7.239666667,9.713333333,-0.947666667,-0.592333333,1.097,0.95,1.258333333,19.62,16.53,4.01,250.13,250.13,250.13,10.53,0.68,0.19,23.4,10.44,5.3,126.1117637,22.7011154,57.40646621,43622.46651,57024.98921,56474.25489,0.078071264,0.221659885,0.071377126,45.30373207,18.64553793,16.7017592
38,logout,0.616666667,8.326666667,-4.743333333,153.9666667,250.13,250.13,9.16,-2.083333333,-0.706666667,-20.57333333,0.283333333,-4.02,7.41,13.71,-2.01,250.13,250.13,250.13,9.29,-1.56,-0.57,-16.14,1.72,-2.71,73.05203333,30.58583333,10.14023333,27742.16003,0,0,0.0147,0.226433333,0.014033333,14.76643333,1.783233333,1.3081
0,movingsalute,0.794,9.491666667,1.214,-0.939333333,38.767,4.569,8.713333333,-3.184,0.442,-2.480333333,0.097666667,-1.378666667,5.63,12.74,10.28,92.53,196.21,44.82,11.14,1.23,1.82,43.03,22.97,18.21,4.049831724,1.84771092,8.309086897,1644.788724,11666.78697,565.0063059,1.442367816,4.879838621,0.339788966,568.7034033,313.2088599,94.66794299
1,movingsalute,3.119666667,7.585666667,5.588333333,-89.212,20.73866667,62.89366667,9.723,-1.021666667,0.063,-22.48033333,6.484666667,-2.509666667,15.82,19.62,15.11,6.45,157.35,250.13,15.21,1.32,1.03,26.8,20.73,16.37,28.70731368,69.06600471,19.9687592,4322.576975,7002.338598,18497.73556,2.202456207,1.940517816,0.260580345,380.1753757,75.21645333,88.7378723
2,movingsalute,7.153333333,2.396333333,7.352666667,8.578333333,12.80366667,-22.34133333,9.911,-2.066666667,0.293,6.291,-0.749666667,-3.064666667,14.84,14.52,11.81,81.79,120.27,180.22,12.57,3.93,1.71,36,10.13,15.98,23.92745747,75.64624471,3.595054713,1589.689235,4948.629679,21039.91382,1.807092069,6.523774713,0.324380345,448.7024438,57.30379644,107.9255085
3,movingsalute,1.286666667,6.111666667,4.507666667,61.92666667,1.158666667,-38.192,9.289,-1.551666667,-0.315666667,5.806333333,-4.964333333,12.282,15.33,19.62,10.08,250.13,125.76,250.13,12,0.65,0.64,40.75,17.74,33.58,26.82829195,96.12489713,12.30299092,10070.22085,10462.29218,27154.42048,1.514161034,2.156662644,0.254928851,681.8403137,181.4319633,127.217851
